Menu Item Sales,,,,,,,,,
Name,Unit,Price,Qty,Amount,,,,,
1000,Curry Puffs,,7.00,18.00,0.84,%,122.50,0.62,%
1001,Large Samosas,,7.00,21.00,0.97,%,141.50,0.72,%
1002, Samosas - Vege,,7.50,26.00,1.21,%,196.00,1.00,%
1003,Mini Spring Rolls,,7.50,16.00,0.74,%,122.00,0.62,%
1004, Curry Samosas,,5.00,15.00,0.70,%,66.00,0.34,%
1005,Onion Bhajia,,5.50,63.00,2.92,%,369.50,1.88,%
1006,chicken sticks,,7.50,13.00,0.60,%,106.50,0.54,%
1008,chicken strips,,8.00,8.00,0.37,%,68.00,0.35,%
1009,Butter Chicken,,16.50,193.00,8.96,%,"3,379.75",17.23,%
1010,Madras Chicken,,18.00,13.00,0.60,%,218.00,1.11,%
1011,Chicken Korma,,16.50,26.00,1.21,%,442.50,2.26,%
1012,CH Tikka Masala,,16.00,21.00,0.97,%,357.25,1.82,%
1013,Chicken Vindaloo,,18.00,10.00,0.46,%,170.00,0.87,%
1014, Mustard Chicken,,18.00,25.00,1.16,%,432.00,2.20,%
1015,Chk In Coconut,,18.00,8.00,0.37,%,134.00,0.68,%
1016,Chicken Jalfrezi,,16.00,7.00,0.32,%,114.00,0.58,%
1017,Chefs SP Chicken.,,16.00,8.00,0.37,%,132.00,0.67,%
1018,Kukulmas Curry,,18.00,15.00,0.70,%,258.00,1.32,%
1019,Rogan Josh,,17.00,37.00,1.72,%,655.00,3.34,%
1020,Palak Gosht,,19.00,4.00,0.19,%,71.50,0.36,%
1021,Madras Lamb,,19.00,10.00,0.46,%,174.00,0.89,%
1022, Lamb Korma,,17.00,30.00,1.39,%,530.00,2.70,%
1023,Lamb Vindaloo,,17.00,7.00,0.32,%,121.00,0.62,%
1024,Chefs SP Lamb,,17.00,19.00,0.88,%,333.00,1.70,%
1025,Lamb Masala,,19.00,7.00,0.32,%,129.00,0.66,%
1026,Beef Vindaloo,,16.00,22.00,1.02,%,364.00,1.86,%
1027,Beef Jalfrezi,,18.00,9.00,0.42,%,150.00,0.76,%
1028,Madras Beef,,18.00,12.00,0.56,%,200.00,1.02,%
1029,Moghlai beef,,16.00,9.00,0.42,%,150.00,0.76,%
1030,Beef Korma,,18.00,21.00,0.97,%,350.00,1.78,%
1031,Chefs Sp beef,,16.00,20.00,0.93,%,328.00,1.67,%
1032,Chefs SP Prawn.,,20.00,5.00,0.23,%,96.00,0.49,%
1033,Mixed Seafood,,19.00,11.00,0.51,%,215.00,1.10,%
1034,K Praw N Coconut,,20.00,6.00,0.28,%,118.00,0.60,%
1035,Spicy King Prawn,,20.00,11.00,0.51,%,212.00,1.08,%
1036,Prawn Vindaloo,,18.00,2.00,0.09,%,36.00,0.18,%
1037,Madras Prawn,,20.00,5.00,0.23,%,94.00,0.48,%
1038,Fish in Coconut,,19.00,3.00,0.14,%,56.00,0.29,%
1039,Chefs SP fish,,20.00,8.00,0.37,%,154.00,0.79,%
1040,Vege Korma,,14.00,16.00,0.74,%,228.00,1.16,%
1041, Potato Bhaji,,15.00,6.00,0.28,%,87.00,0.44,%
1042, Aloo Mattar,,14.00,7.00,0.32,%,101.00,0.51,%
1043, Channa Masala,,14.00,6.00,0.28,%,85.00,0.43,%
1044,Devilled Potato,,14.00,12.00,0.56,%,171.00,0.87,%
1045,Paneer Masala,,16.00,1.00,0.05,%,16.00,0.08,%
1046, Palak Paneer,,15.50,9.00,0.42,%,141.50,0.72,%
