Menu Item Sales,,,,,,,,,
Name,Unit,Price,Qty,Amount,,,,,
1000,Curry Puffs,,6.75,23.00,1.46,%,159.10,1.14,%
1001,Large Samosas,,6.75,14.00,0.89,%,97.50,0.70,%
1002, Samosas - Vege,,8.50,13.00,0.83,%,98.50,0.70,%
1003,Mini Spring Rolls,,7.50,9.00,0.57,%,67.50,0.48,%
1004, Curry Samosas,,6.50,5.00,0.32,%,30.50,0.22,%
1005,Onion Bhajia,,6.50,35.00,2.22,%,243.50,1.74,%
1006,chicken sticks,,9.50,28.00,1.78,%,256.50,1.83,%
1007,Tikka Chicken,,16.00,1.00,0.06,%,16.00,0.11,%
1008,chicken strips,,8.50,12.00,0.76,%,106.00,0.76,%
1009,Butter Chicken,,17.00,128.00,8.13,%,"2,215.00",15.81,%
1010,Madras Chicken,,16.50,8.00,0.51,%,136.00,0.97,%
1011,Chicken Korma,,18.25,19.00,1.21,%,327.25,2.34,%
1012,CH Tikka Masala,,0.00,24.00,1.52,%,389.50,2.78,%
1013,Chicken Vindaloo,,16.50,1.00,0.06,%,16.50,0.12,%
1014, Mustard Chicken,,16.50,23.00,1.46,%,401.50,2.87,%
1015,Chk In Coconut,,18.50,10.00,0.64,%,175.00,1.25,%
1016,Chicken Jalfrezi,,16.50,6.00,0.38,%,103.00,0.74,%
1017,Chefs SP Chicken.,,16.50,5.00,0.32,%,84.50,0.60,%
1018,Kukulmas Curry,,16.50,11.00,0.70,%,193.50,1.38,%
1019,Rogan Josh,,17.50,25.00,1.59,%,449.50,3.21,%
1020,Palak Gosht,,19.50,3.00,0.19,%,58.50,0.42,%
1021,Madras Lamb,,17.50,6.00,0.38,%,105.00,0.75,%
1022, Lamb Korma,,19.50,24.00,1.52,%,435.50,3.11,%
1023,Lamb Vindaloo,,19.50,6.00,0.38,%,111.00,0.79,%
1024,Chefs SP Lamb,,17.50,6.00,0.38,%,109.00,0.78,%
1025,Lamb Masala,,17.50,8.00,0.51,%,146.00,1.04,%
1026,Beef Vindaloo,,16.50,17.00,1.08,%,290.50,2.07,%
1027,Beef Jalfrezi,,18.50,2.00,0.13,%,35.00,0.25,%
1028,Madras Beef,,16.50,8.00,0.51,%,136.00,0.97,%
1029,Moghlai beef,,18.50,9.00,0.57,%,158.50,1.13,%
1030,Beef Korma,,0.00,8.00,0.51,%,123.50,0.88,%
1031,Chefs Sp beef,,18.50,8.00,0.51,%,144.00,1.03,%
1032,Chefs SP Prawn.,,22.00,3.00,0.19,%,62.00,0.44,%
1033,Mixed Seafood,,21.00,5.00,0.32,%,103.00,0.74,%
1034,K Praw N Coconut,,19.00,9.00,0.57,%,177.00,1.26,%
1035,Spicy King Prawn,,21.00,3.00,0.19,%,59.00,0.42,%
1036,Prawn Vindaloo,,21.00,2.00,0.13,%,40.00,0.29,%
1038,Fish in Coconut,,21.00,1.00,0.06,%,21.00,0.15,%
1039,Chefs SP fish,,21.00,5.00,0.32,%,105.00,0.75,%
1040,Vege Korma,,14.50,8.00,0.51,%,117.00,0.84,%
1041, Potato Bhaji,,16.00,5.00,0.32,%,75.00,0.54,%
1042, Aloo Mattar,,14.50,2.00,0.13,%,29.00,0.21,%
1043, Channa Masala,,14.50,4.00,0.25,%,60.50,0.43,%
1044,Devilled Potato,,14.50,2.00,0.13,%,29.00,0.21,%
1045,Paneer Masala,,16.50,4.00,0.25,%,64.00,0.46,%
1046, Palak Paneer,,16.50,14.00,0.89,%,226.50,1.62,%
1047,Butter Paneer,,15.50,5.00,0.32,%,79.50,0.57,%
1048,Cabbage/Potato,,14.50,3.00,0.19,%,45.50,0.32,%
1049,Devilled Cabbage,,14.00,4.00,0.25,%,60.00,0.43,%
1050,Pumpkin,,16.50,1.00,0.06,%,16.50,0.12,%
1051, Dhal,,14.50,5.00,0.32,%,73.50,0.52,%
1052,Parippu,,14.50,6.00,0.38,%,91.00,0.65,%
1054,Green Bean Garlic,,15.50,9.00,0.57,%,135.50,0.97,%
1055, Potato Masala,,15.50,1.00,0.06,%,15.50,0.11,%
1056, Potato Curry,,14.50,4.00,0.25,%,59.00,0.42,%
1057,Vege Butter Chick,,15.50,4.00,0.25,%,63.00,0.45,%
1058,Veg Chick Vinloo,,16.50,1.00,0.06,%,16.50,0.12,%
1059,Vege St Fry Chick,,16.50,2.00,0.13,%,32.00,0.23,%
1063, Pepper K Prawn,,19.00,1.00,0.06,%,19.00,0.14,%
