Menu Item Sales,,,,,,,,,
Name,Unit,Price,Qty,Amount,,,,,
1000,Curry Puffs,,7.00,14.00,2.46,%,95.25,1.86,%
1001,Large Samosas,,6.75,4.00,0.70,%,27.75,0.54,%
1002, Samosas - Vege,,7.50,6.00,1.05,%,45.00,0.88,%
1003,Mini Spring Rolls,,7.50,7.00,1.23,%,52.50,1.03,%
1004, Curry Samosas,,5.50,1.00,0.18,%,5.50,0.11,%
1005,Onion Bhajia,,6.50,8.00,1.41,%,53.00,1.03,%
1006,chicken sticks,,8.50,8.00,1.41,%,70.00,1.37,%
1008,chicken strips,,8.50,6.00,1.05,%,52.00,1.02,%
1009,Butter Chicken,,17.00,62.00,10.90,%,"1,061.00",20.72,%
1010,Madras Chicken,,16.50,2.00,0.35,%,33.00,0.64,%
1011,Chicken Korma,,16.50,5.00,0.88,%,86.50,1.69,%
1012,CH Tikka Masala,,16.50,11.00,1.93,%,183.50,3.58,%
1013,Chicken Vindaloo,,16.50,2.00,0.35,%,33.00,0.64,%
1014, Mustard Chicken,,16.50,7.00,1.23,%,117.50,2.29,%
1015,Chk In Coconut,,16.50,3.00,0.53,%,49.50,0.97,%
1017,Chefs SP Chicken.,,18.50,1.00,0.18,%,18.50,0.36,%
1018,Kukulmas Curry,,16.50,1.00,0.18,%,16.50,0.32,%
1019,Rogan Josh,,17.50,9.00,1.58,%,157.50,3.08,%
1020,Palak Gosht,,19.50,2.00,0.35,%,37.00,0.72,%
1021,Madras Lamb,,17.50,2.00,0.35,%,35.00,0.68,%
1022, Lamb Korma,,17.50,7.00,1.23,%,124.50,2.43,%
1023,Lamb Vindaloo,,17.50,2.00,0.35,%,35.00,0.68,%
1024,Chefs SP Lamb,,17.50,5.00,0.88,%,91.50,1.79,%
1025,Lamb Masala,,17.50,1.00,0.18,%,17.50,0.34,%
1026,Beef Vindaloo,,16.50,4.00,0.70,%,66.00,1.29,%
1028,Madras Beef,,16.50,5.00,0.88,%,84.50,1.65,%
1030,Beef Korma,,16.50,3.00,0.53,%,49.50,0.97,%
1031,Chefs Sp beef,,18.50,3.00,0.53,%,51.50,1.01,%
1032,Chefs SP Prawn.,,22.00,1.00,0.18,%,22.00,0.43,%
1034,K Praw N Coconut,,19.00,7.00,1.23,%,137.00,2.68,%
1035,Spicy King Prawn,,19.00,1.00,0.18,%,19.00,0.37,%
1036,Prawn Vindaloo,,21.00,1.00,0.18,%,21.00,0.41,%
1038,Fish in Coconut,,18.00,1.00,0.18,%,18.00,0.35,%
1039,Chefs SP fish,,18.00,1.00,0.18,%,18.00,0.35,%
1040,Vege Korma,,14.50,8.00,1.41,%,116.00,2.27,%
1041, Potato Bhaji,,14.50,2.00,0.35,%,30.00,0.59,%
1043, Channa Masala,,14.50,1.00,0.18,%,14.50,0.28,%
