Menu Item Sales,,,,,,,,,
Name,Unit,Price,Qty,Amount,,,,,
1000,Curry Puffs,,6.75,13.00,0.85,%,89.00,0.66,%
1001,Large Samosas,,6.75,12.00,0.79,%,89.75,0.67,%
1002, Samosas - Vege,,7.50,9.00,0.59,%,67.50,0.50,%
1003,Mini Spring Rolls,,7.50,6.00,0.39,%,45.00,0.33,%
1004, Curry Samosas,,5.50,6.00,0.39,%,35.00,0.26,%
1005,Onion Bhajia,,6.50,34.00,2.23,%,231.00,1.72,%
1006,chicken sticks,,8.50,8.00,0.53,%,74.00,0.55,%
1007,Tikka Chicken,,14.00,10.00,0.66,%,142.00,1.06,%
1008,chicken strips,,8.50,6.00,0.39,%,55.00,0.41,%
1009,Butter Chicken,,17.00,92.00,6.04,%,"1,584.00",11.79,%
1010,Madras Chicken,,16.50,7.00,0.46,%,117.50,0.87,%
1011,Chicken Korma,,16.50,14.00,0.92,%,231.00,1.72,%
1012,CH Tikka Masala,,16.50,21.00,1.38,%,360.50,2.68,%
1013,Chicken Vindaloo,,16.50,6.00,0.39,%,101.00,0.75,%
1014, Mustard Chicken,,16.50,12.00,0.79,%,210.00,1.56,%
1015,Chk In Coconut,,16.50,4.00,0.26,%,68.00,0.51,%
1016,Chicken Jalfrezi,,16.50,4.00,0.26,%,70.00,0.52,%
1017,Chefs SP Chicken.,,16.50,13.00,0.85,%,222.50,1.66,%
1018,Kukulmas Curry,,16.50,10.00,0.66,%,171.00,1.27,%
1019,Rogan Josh,,17.50,34.00,2.23,%,607.00,4.52,%
1020,Palak Gosht,,20.50,5.00,0.33,%,96.50,0.72,%
1021,Madras Lamb,,17.50,6.00,0.39,%,111.00,0.83,%
1022, Lamb Korma,,17.50,18.00,1.18,%,330.00,2.46,%
1023,Lamb Vindaloo,,17.50,4.00,0.26,%,70.00,0.52,%
1024,Chefs SP Lamb,,17.50,3.00,0.20,%,52.50,0.39,%
1025,Lamb Masala,,17.50,7.00,0.46,%,128.50,0.96,%
1026,Beef Vindaloo,,16.50,9.00,0.59,%,152.50,1.13,%
1028,Madras Beef,,18.50,4.00,0.26,%,70.00,0.52,%
1029,Moghlai beef,,18.50,1.00,0.07,%,18.50,0.14,%
1030,Beef Korma,,18.50,13.00,0.85,%,224.50,1.67,%
1031,Chefs Sp beef,,16.50,7.00,0.46,%,117.50,0.87,%
1032,Chefs SP Prawn.,,22.00,6.00,0.39,%,120.00,0.89,%
1033,Mixed Seafood,,23.00,5.00,0.33,%,111.00,0.83,%
1034,K Praw N Coconut,,22.00,7.00,0.46,%,142.00,1.06,%
1035,Spicy King Prawn,,21.00,2.00,0.13,%,42.00,0.31,%
1039,Chefs SP fish,,18.00,2.00,0.13,%,36.00,0.27,%
1040,Vege Korma,,14.50,3.00,0.20,%,45.50,0.34,%
1041, Potato Bhaji,,14.50,8.00,0.53,%,118.00,0.88,%
1042, Aloo Mattar,,14.50,1.00,0.07,%,14.50,0.11,%
1043, Channa Masala,,14.50,2.00,0.13,%,29.00,0.22,%
