Menu Item Sales,,,,,,,,,
Name,Unit,Price,Qty,Amount,,,,,
1000,Curry Puffs,,6.50,37.00,1.80,%,250.00,1.35,%
1001,Large Samosas,,6.50,14.00,0.68,%,94.00,0.51,%
1002, Samosas - Vege,,7.50,29.00,1.41,%,217.50,1.17,%
1003,Mini Spring Rolls,,7.50,18.00,0.88,%,135.00,0.73,%
1004, Curry Samosas,,5.00,7.00,0.34,%,33.00,0.18,%
1005,Onion Bhajia,,5.50,45.00,2.19,%,268.50,1.45,%
1006,chicken sticks,,9.00,16.00,0.78,%,129.00,0.69,%
1008,chicken strips,,9.00,7.00,0.34,%,60.00,0.32,%
1009,Butter Chicken,,16.50,209.00,10.17,%,"3,536.50",19.05,%
1010,Madras Chicken,,16.00,8.00,0.39,%,136.00,0.73,%
1011,Chicken Korma,,16.50,29.00,1.41,%,494.00,2.66,%
1012,CH Tikka Masala,,18.00,25.00,1.22,%,414.00,2.23,%
1013,Chicken Vindaloo,,18.00,9.00,0.44,%,148.00,0.80,%
1014, Mustard Chicken,,18.00,26.00,1.27,%,448.00,2.41,%
1015,Chk In Coconut,,16.00,6.00,0.29,%,100.00,0.54,%
1016,Chicken Jalfrezi,,18.00,3.00,0.15,%,52.00,0.28,%
1017,Chefs SP Chicken.,,16.00,8.00,0.39,%,134.00,0.72,%
1018,Kukulmas Curry,,18.00,12.00,0.58,%,206.00,1.11,%
1019,Rogan Josh,,17.00,33.00,1.61,%,579.00,3.12,%
1020,Palak Gosht,,17.50,4.00,0.19,%,71.50,0.39,%
1021,Madras Lamb,,17.00,9.00,0.44,%,161.00,0.87,%
1022, Lamb Korma,,19.00,33.00,1.61,%,591.00,3.18,%
1023,Lamb Vindaloo,,17.00,7.00,0.34,%,123.00,0.66,%
1024,Chefs SP Lamb,,19.00,16.00,0.78,%,290.00,1.56,%
1025,Lamb Masala,,17.00,14.00,0.68,%,252.00,1.36,%
1026,Beef Vindaloo,,18.00,26.00,1.27,%,426.00,2.29,%
1027,Beef Jalfrezi,,16.00,6.00,0.29,%,102.00,0.55,%
1028,Madras Beef,,16.00,20.00,0.97,%,330.00,1.78,%
1029,Moghlai beef,,18.00,7.00,0.34,%,116.00,0.62,%
1030,Beef Korma,,16.00,10.00,0.49,%,168.00,0.90,%
1031,Chefs Sp beef,,18.00,12.00,0.58,%,200.00,1.08,%
1032,Chefs SP Prawn.,,20.00,6.00,0.29,%,116.00,0.62,%
1033,Mixed Seafood,,21.00,6.00,0.29,%,122.00,0.66,%
1034,K Praw N Coconut,,18.00,9.00,0.44,%,174.00,0.94,%
1035,Spicy King Prawn,,18.00,2.00,0.10,%,38.00,0.20,%
1036,Prawn Vindaloo,,20.00,1.00,0.05,%,20.00,0.11,%
1037,Madras Prawn,,20.00,5.00,0.24,%,94.00,0.51,%
1038,Fish in Coconut,,19.00,7.00,0.34,%,131.00,0.71,%
1039,Chefs SP fish,,18.00,14.00,0.68,%,268.00,1.44,%
1040,Vege Korma,,14.00,18.00,0.88,%,263.00,1.42,%
1041, Potato Bhaji,,14.00,5.00,0.24,%,72.00,0.39,%
1042, Aloo Mattar,,14.00,6.00,0.29,%,86.00,0.46,%
1043, Channa Masala,,14.00,3.00,0.15,%,43.00,0.23,%
1044,Devilled Potato,,14.00,10.00,0.49,%,143.00,0.77,%
1045,Paneer Masala,,15.00,4.00,0.19,%,60.00,0.32,%
1046, Palak Paneer,,15.50,16.00,0.78,%,252.50,1.36,%
1047,Butter Paneer,,15.00,9.00,0.44,%,138.00,0.74,%
1048,Cabbage/Potato,,14.00,9.00,0.44,%,131.00,0.71,%
1049,Devilled Cabbage,,14.00,3.00,0.15,%,43.00,0.23,%
1050,Pumpkin,,15.00,7.00,0.34,%,107.00,0.58,%
1051, Dhal,,14.00,18.00,0.88,%,256.00,1.38,%
1052,Parippu,,15.00,1.00,0.05,%,15.00,0.08,%
1053, Dhal Makhani,,15.00,9.00,0.44,%,135.00,0.73,%
1054,Green Bean Garlic,,14.00,8.00,0.39,%,117.00,0.63,%
1055, Potato Masala,,14.00,8.00,0.39,%,115.00,0.62,%
1056, Potato Curry,,14.00,3.00,0.15,%,42.00,0.23,%
1057,Vege Butter Chick,,15.00,14.00,0.68,%,213.00,1.15,%
1058,Veg Chick Vinloo,,15.00,3.00,0.15,%,46.00,0.25,%
1059,Vege St Fry Chick,,15.00,3.00,0.15,%,45.00,0.24,%
1060, Pepper Chicken,,18.00,1.00,0.05,%,18.00,0.10,%
1061, Pepper Beef,,18.00,1.00,0.05,%,18.00,0.10,%
1062, Pepper Lamb,,17.00,1.00,0.05,%,17.00,0.09,%
1064, Yellow Rice Medium,,3.50,46.00,2.24,%,186.00,1.00,%
1065, White Rice Medium,,3.00,39.00,1.90,%,134.50,0.72,%
1066, Pulao,,8.50,9.00,0.44,%,66.00,0.36,%
1067, Chicken Biryani,,14.00,25.00,1.22,%,366.50,1.97,%
1068, Lamb Biryani,,15.50,11.00,0.54,%,164.50,0.89,%
1069, Beef Biryani,,14.00,1.00,0.05,%,14.00,0.08,%
1070,Special Fried Rice,,15.50,19.00,0.92,%,275.00,1.48,%
1071,Plain Naan,,4.00,148.00,7.20,%,592.00,3.19,%
1072, Garlic Naan,,4.75,267.00,12.99,%,"1,223.75",6.59,%
1074, Chapattis,,1.75,41.00,2.00,%,67.00,0.36,%
1075, Parathas,,2.50,61.00,2.97,%,133.00,0.72,%
1076, Pappodums x 4,,2.75,69.00,3.36,%,194.25,1.05,%
1077,Raita,,2.50,32.00,1.56,%,80.00,0.43,%
1079, Mango Chutney,,2.50,6.00,0.29,%,15.00,0.08,%
1081, Almond Kulfi,,3.50,4.00,0.19,%,15.00,0.08,%
1082, Mango Kulfi,,4.00,4.00,0.19,%,15.50,0.08,%
1085, Plain/Salted Lassi,,4.00,3.00,0.15,%,12.00,0.06,%
1086,Sweet Mango Lassi,,4.00,17.00,0.83,%,74.50,0.40,%
1088, Falooda,,7.00,2.00,0.10,%,14.00,0.08,%
1090,Yellow Rice Large,,4.50,86.00,4.18,%,417.00,2.25,%
1091, White Rice Large,,4.00,65.00,3.16,%,276.00,1.49,%
1093, Devilled Chicken,,18.00,1.00,0.05,%,18.00,0.10,%
1095,Chilli Squid,,18.00,1.00,0.05,%,18.00,0.10,%
1108,Can drinks,,2.50,43.00,2.09,%,107.50,0.58,%
1109,Glass Bottle 300ml,,3.50,7.00,0.34,%,24.50,0.13,%
1113,Vege Chk MASALA,,15.00,1.00,0.05,%,15.00,0.08,%
1115,Bottled Water,,2.00,2.00,0.10,%,4.00,0.02,%
1117,upgrade ONE SIZE,,1.50,17.00,0.83,%,25.50,0.14,%
1118,upgrade TWO SIZES,,2.75,9.00,0.44,%,24.75,0.13,%
1119,Cut Chilli,,1.50,6.00,0.29,%,9.00,0.05,%
1123, Devilled K Prawn,,18.00,3.00,0.15,%,56.00,0.30,%
1124, Devilled Fish,,18.00,1.00,0.05,%,18.00,0.10,%
1126,1000 Spic SFY Chicken,,16.00,8.00,0.39,%,128.00,0.69,%
1129,1000 Spic K Prawns,,20.00,2.00,0.10,%,40.00,0.22,%
1130,BYO Per Head,,1.50,75.00,3.65,%,123.00,0.66,%
1131, Buchet of Ice,,1.50,4.00,0.19,%,6.00,0.03,%
6021,Extra Cashews,,2.00,5.00,0.24,%,10.00,0.05,%
Total,"2,055.00","18,566.25",,,,,,,
