Menu Item Sales,,,,,,,,,
Name,Unit,Price,Qty,Amount,,,,,
1000,Curry Puffs,,6.75,19.00,1.08,%,131.55,0.85,%
1001,Large Samosas,,7.50,16.00,0.91,%,114.00,0.73,%
1002, Samosas - Vege,,7.50,19.00,1.08,%,135.00,0.87,%
1003,Mini Spring Rolls,,7.50,8.00,0.46,%,60.00,0.39,%
1004, Curry Samosas,,6.50,12.00,0.68,%,71.00,0.46,%
1005,Onion Bhajia,,6.50,35.00,1.99,%,243.50,1.57,%
1006,chicken sticks,,8.50,14.00,0.80,%,128.00,0.82,%
1007,Tikka Chicken,,14.00,2.00,0.11,%,30.00,0.19,%
1008,chicken strips,,8.50,22.00,1.25,%,196.00,1.26,%
1009,Butter Chicken,,17.00,153.00,8.70,%,"2,626.00",16.91,%
1010,Madras Chicken,,16.50,6.00,0.34,%,103.00,0.66,%
1011,Chicken Korma,,16.50,20.00,1.14,%,344.00,2.22,%
1012,CH Tikka Masala,,16.50,22.00,1.25,%,371.00,2.39,%
1013,Chicken Vindaloo,,16.50,1.00,0.06,%,16.50,0.11,%
1014, Mustard Chicken,,16.50,24.00,1.37,%,422.00,2.72,%
1015,Chk In Coconut,,18.50,7.00,0.40,%,123.50,0.80,%
1016,Chicken Jalfrezi,,16.50,7.00,0.40,%,121.50,0.78,%
1017,Chefs SP Chicken.,,16.50,7.00,0.40,%,86.50,0.56,%
1018,Kukulmas Curry,,18.50,7.00,0.40,%,127.50,0.82,%
1019,Rogan Josh,,17.50,16.00,0.91,%,292.00,1.88,%
1020,Palak Gosht,,19.50,7.00,0.40,%,128.50,0.83,%
1021,Madras Lamb,,17.50,9.00,0.51,%,163.50,1.05,%
1022, Lamb Korma,,19.50,23.00,1.31,%,416.50,2.68,%
1023,Lamb Vindaloo,,17.50,8.00,0.46,%,140.00,0.90,%
1024,Chefs SP Lamb,,19.50,10.00,0.57,%,185.00,1.19,%
1025,Lamb Masala,,19.50,8.00,0.46,%,146.00,0.94,%
1026,Beef Vindaloo,,18.50,14.00,0.80,%,240.00,1.55,%
1027,Beef Jalfrezi,,16.50,4.00,0.23,%,68.00,0.44,%
1028,Madras Beef,,16.50,9.00,0.51,%,150.50,0.97,%
1029,Moghlai beef,,16.50,2.00,0.11,%,35.00,0.23,%
1030,Beef Korma,,16.50,14.00,0.80,%,247.00,1.59,%
