Menu Item Sales,,,,,,,,,
Name,Unit,Price,Qty,Amount,,,,,
1000,Curry Puffs,,7.00,9.00,0.65,%,61.75,0.51,%
1001,Large Samosas,,7.50,13.00,0.94,%,91.50,0.75,%
1002, Samosas - Vege,,7.50,16.00,1.16,%,120.00,0.99,%
1003,Mini Spring Rolls,,7.50,11.00,0.80,%,82.50,0.68,%
1004, Curry Samosas,,6.50,3.00,0.22,%,19.50,0.16,%
1005,Onion Bhajia,,7.50,26.00,1.88,%,184.00,1.52,%
1006,chicken sticks,,9.50,20.00,1.45,%,187.00,1.54,%
1008,chicken strips,,8.50,11.00,0.80,%,96.50,0.80,%
1009,Butter Chicken,,17.00,105.00,7.61,%,"1,837.50",15.15,%
1010,Madras Chicken,,16.50,7.00,0.51,%,121.25,1.00,%
1011,Chicken Korma,,18.50,13.00,0.94,%,222.50,1.83,%
1012,CH Tikka Masala,,16.50,11.00,0.80,%,185.50,1.53,%
1014, Mustard Chicken,,16.50,14.00,1.01,%,243.00,2.00,%
1015,Chk In Coconut,,18.50,7.00,0.51,%,123.50,1.02,%
1016,Chicken Jalfrezi,,16.50,6.00,0.43,%,105.00,0.87,%
1017,Chefs SP Chicken.,,16.50,2.00,0.14,%,33.00,0.27,%
1018,Kukulmas Curry,,18.50,5.00,0.36,%,88.50,0.73,%
1019,Rogan Josh,,17.50,24.00,1.74,%,428.00,3.53,%
1020,Palak Gosht,,17.50,4.00,0.29,%,76.00,0.63,%
1021,Madras Lamb,,17.50,11.00,0.80,%,196.50,1.62,%
1022, Lamb Korma,,17.50,16.00,1.16,%,292.00,2.41,%
1023,Lamb Vindaloo,,17.50,4.00,0.29,%,72.00,0.59,%
1024,Chefs SP Lamb,,17.50,7.00,0.51,%,128.50,1.06,%
1025,Lamb Masala,,17.50,4.00,0.29,%,72.00,0.59,%
1026,Beef Vindaloo,,16.50,10.00,0.72,%,171.00,1.41,%
1027,Beef Jalfrezi,,18.50,1.00,0.07,%,18.50,0.15,%
1028,Madras Beef,,16.50,10.00,0.72,%,171.00,1.41,%
1029,Moghlai beef,,18.50,3.00,0.22,%,55.50,0.46,%
1030,Beef Korma,,18.50,6.00,0.43,%,105.00,0.87,%
1031,Chefs Sp beef,,18.50,7.00,0.51,%,121.50,1.00,%
1032,Chefs SP Prawn.,,22.00,4.00,0.29,%,84.00,0.69,%
1033,Mixed Seafood,,21.00,3.00,0.22,%,60.50,0.50,%
1034,K Praw N Coconut,,21.00,7.00,0.51,%,141.00,1.16,%
1035,Spicy King Prawn,,19.00,3.00,0.22,%,61.00,0.50,%
1036,Prawn Vindaloo,,21.00,1.00,0.07,%,21.00,0.17,%
1037,Madras Prawn,,21.00,1.00,0.07,%,21.00,0.17,%
1038,Fish in Coconut,,18.00,1.00,0.07,%,18.00,0.15,%
1039,Chefs SP fish,,18.00,6.00,0.43,%,111.00,0.91,%
1040,Vege Korma,,14.50,10.00,0.72,%,147.00,1.21,%
1041, Potato Bhaji,,14.50,4.00,0.29,%,59.00,0.49,%
1042, Aloo Mattar,,14.50,3.00,0.22,%,43.50,0.36,%
1043, Channa Masala,,14.50,3.00,0.22,%,43.50,0.36,%
1044,Devilled Potato,,14.50,3.00,0.22,%,43.50,0.36,%
1045,Paneer Masala,,16.50,2.00,0.14,%,33.00,0.27,%
1046, Palak Paneer,,16.00,11.00,0.80,%,178.00,1.47,%
1047,Butter Paneer,,15.50,4.00,0.29,%,62.00,0.51,%
1048,Cabbage/Potato,,14.50,6.00,0.43,%,87.00,0.72,%
1049,Devilled Cabbage,,14.00,2.00,0.14,%,30.00,0.25,%
1050,Pumpkin,,16.50,4.00,0.29,%,60.00,0.49,%
1051, Dhal,,14.50,17.00,1.23,%,250.00,2.06,%
1052,Parippu,,14.50,3.00,0.22,%,43.50,0.36,%
1053, Dhal Makhani,,15.00,1.00,0.07,%,15.00,0.12,%
1054,Green Bean Garlic,,15.50,3.00,0.22,%,45.50,0.38,%
1055, Potato Masala,,15.50,6.00,0.43,%,90.00,0.74,%
1056, Potato Curry,,14.50,4.00,0.29,%,58.00,0.48,%
1057,Vege Butter Chick,,15.50,9.00,0.65,%,139.50,1.15,%
1059,Vege St Fry Chick,,16.50,5.00,0.36,%,82.50,0.68,%
1060, Pepper Chicken,,16.50,1.00,0.07,%,16.50,0.14,%
1064, Yellow Rice Medium,,3.50,37.00,2.68,%,143.75,1.18,%
1065, White Rice Medium,,3.25,22.00,1.59,%,79.00,0.65,%
1066, Pulao,,8.00,6.00,0.43,%,51.00,0.42,%
1067, Chicken Biryani,,15.00,17.00,1.23,%,257.00,2.12,%
1068, Lamb Biryani,,16.00,11.00,0.80,%,169.00,1.39,%
1069, Beef Biryani,,15.00,4.00,0.29,%,61.00,0.50,%
1070,Special Fried Rice,,15.00,22.00,1.59,%,332.50,2.74,%
1071,Plain Naan,,4.00,83.00,6.01,%,342.00,2.82,%
1072, Garlic Naan,,4.50,147.00,10.65,%,673.25,5.55,%
1074, Chapattis,,1.50,8.00,0.58,%,12.00,0.10,%
1075, Parathas,,2.00,39.00,2.83,%,81.25,0.67,%
1076, Pappodums x 4,,2.75,56.00,4.06,%,157.50,1.30,%
1077,Raita,,2.50,36.00,2.61,%,90.00,0.74,%
1078, Achar,,3.00,1.00,0.07,%,3.00,0.02,%
1079, Mango Chutney,,2.50,3.00,0.22,%,7.50,0.06,%
1081, Almond Kulfi,,4.50,4.00,0.29,%,17.50,0.14,%
1082, Mango Kulfi,,4.50,3.00,0.22,%,13.50,0.11,%
1084,Ice Cream,,5.00,1.00,0.07,%,5.00,0.04,%
1085, Plain/Salted Lassi,,5.50,2.00,0.14,%,11.00,0.09,%
1086,Sweet Mango Lassi,,6.50,11.00,0.80,%,71.50,0.59,%
1088, Falooda,,7.00,1.00,0.07,%,7.00,0.06,%
1089,Chili Naan,,4.50,11.00,0.80,%,52.00,0.43,%
1090,Yellow Rice Large,,4.50,71.00,5.14,%,342.25,2.82,%
1091, White Rice Large,,5.00,23.00,1.67,%,101.50,0.84,%
1093, Devilled Chicken,,16.50,7.00,0.51,%,125.50,1.03,%
1094, Devilled Beff,,19.00,1.00,0.07,%,19.00,0.16,%
1096,1000 SPC Squid,,21.00,1.00,0.07,%,21.00,0.17,%
1097,Cheese Nann,,5.00,10.00,0.72,%,50.00,0.41,%
1100,Egg plant curry,,15.50,3.00,0.22,%,51.50,0.42,%
1103,Boiled Channa,,8.50,1.00,0.07,%,8.50,0.07,%
1104,Chicken Palandi,,16.50,2.00,0.14,%,33.00,0.27,%
1105,Beef Kufta,,18.50,1.00,0.07,%,18.50,0.15,%
1106,Goan Fish Curry,,21.00,1.00,0.07,%,21.00,0.17,%
1107,Fried Noodles,,11.00,11.00,0.80,%,121.00,1.00,%
1108,Can drinks,,2.50,19.00,1.38,%,47.50,0.39,%
1109,Glass Bottle 300ml,,3.50,3.00,0.22,%,10.50,0.09,%
1110,1.25L drink,,4.25,1.00,0.07,%,4.25,0.04,%
1113,Vege Chk MASALA,,16.50,1.00,0.07,%,16.50,0.14,%
1114,Vege Chk JALFREZI,,15.50,1.00,0.07,%,15.50,0.13,%
1117,upgrade ONE SIZE,,1.50,6.00,0.43,%,9.00,0.07,%
1118,upgrade TWO SIZES,,2.75,1.00,0.07,%,2.75,0.02,%
1119,Cut Chilli,,1.50,2.00,0.14,%,3.00,0.02,%
