Menu Item Sales,,,,,,,,,
Name,Unit,Price,Qty,Amount,,,,,
1000,Curry Puffs,,6.50,28.00,1.25,%,188.50,0.93,%
1001,Large Samosas,,6.50,23.00,1.03,%,155.50,0.77,%
1002, Samosas - Vege,,7.50,24.00,1.07,%,180.00,0.89,%
1003,Mini Spring Rolls,,7.50,14.00,0.63,%,100.00,0.49,%
1004, Curry Samosas,,4.00,18.00,0.81,%,82.00,0.41,%
1005,Onion Bhajia,,5.50,52.00,2.33,%,309.00,1.53,%
1006,chicken sticks,,9.00,21.00,0.94,%,177.00,0.88,%
1008,chicken strips,,8.00,15.00,0.67,%,128.00,0.63,%
1009,Butter Chicken,,16.50,256.00,11.45,%,"4,339.50",21.46,%
1010,Madras Chicken,,16.00,8.00,0.36,%,134.00,0.66,%
1011,Chicken Korma,,18.00,34.00,1.52,%,573.00,2.83,%
1012,CH Tikka Masala,,18.00,31.00,1.39,%,514.00,2.54,%
1013,Chicken Vindaloo,,18.00,5.00,0.22,%,84.00,0.42,%
1014, Mustard Chicken,,18.00,23.00,1.03,%,390.00,1.93,%
1015,Chk In Coconut,,16.00,3.00,0.13,%,50.00,0.25,%
1016,Chicken Jalfrezi,,16.00,7.00,0.31,%,116.00,0.57,%
1017,Chefs SP Chicken.,,18.00,12.00,0.54,%,200.00,0.99,%
1018,Kukulmas Curry,,18.00,11.00,0.49,%,188.00,0.93,%
1019,Rogan Josh,,17.00,44.00,1.97,%,784.00,3.88,%
1020,Palak Gosht,,19.00,9.00,0.40,%,163.50,0.81,%
1021,Madras Lamb,,19.00,12.00,0.54,%,208.00,1.03,%
1022, Lamb Korma,,19.00,35.00,1.57,%,619.00,3.06,%
1023,Lamb Vindaloo,,17.00,11.00,0.49,%,195.00,0.96,%
1024,Chefs SP Lamb,,19.00,11.00,0.49,%,199.00,0.98,%
1025,Lamb Masala,,17.00,16.00,0.72,%,292.00,1.44,%
1026,Beef Vindaloo,,16.00,27.00,1.21,%,438.00,2.17,%
1027,Beef Jalfrezi,,16.00,7.00,0.31,%,116.00,0.57,%
1028,Madras Beef,,18.00,25.00,1.12,%,418.00,2.07,%
1029,Moghlai beef,,16.00,10.00,0.45,%,168.00,0.83,%
1030,Beef Korma,,16.00,18.00,0.81,%,302.00,1.49,%
1031,Chefs Sp beef,,16.00,18.00,0.81,%,300.00,1.48,%
1032,Chefs SP Prawn.,,20.00,5.00,0.22,%,96.00,0.47,%
1033,Mixed Seafood,,21.00,7.00,0.31,%,143.00,0.71,%
1034,K Praw N Coconut,,18.00,8.00,0.36,%,152.00,0.75,%
1035,Spicy King Prawn,,20.00,4.00,0.18,%,80.00,0.40,%
1036,Prawn Vindaloo,,18.00,1.00,0.04,%,18.00,0.09,%
1037,Madras Prawn,,18.00,2.00,0.09,%,38.00,0.19,%
1038,Fish in Coconut,,19.00,3.00,0.13,%,57.00,0.28,%
1039,Chefs SP fish,,20.00,19.00,0.85,%,350.00,1.73,%
1040,Vege Korma,,14.00,20.00,0.89,%,283.00,1.40,%
1041, Potato Bhaji,,14.00,1.00,0.04,%,14.00,0.07,%
1042, Aloo Mattar,,14.00,6.00,0.27,%,86.00,0.43,%
1043, Channa Masala,,14.00,6.00,0.27,%,86.00,0.43,%
1044,Devilled Potato,,14.00,6.00,0.27,%,86.00,0.43,%
1045,Paneer Masala,,15.00,5.00,0.22,%,78.00,0.39,%
1046, Palak Paneer,,15.50,14.00,0.63,%,219.00,1.08,%
1047,Butter Paneer,,15.00,7.00,0.31,%,107.00,0.53,%
1048,Cabbage/Potato,,14.00,14.00,0.63,%,200.00,0.99,%
1049,Devilled Cabbage,,14.00,3.00,0.13,%,42.00,0.21,%
1050,Pumpkin,,15.00,4.00,0.18,%,61.00,0.30,%
1051, Dhal,,14.00,14.00,0.63,%,198.00,0.98,%
1052,Parippu,,15.00,4.00,0.18,%,57.00,0.28,%
1053, Dhal Makhani,,15.00,3.00,0.13,%,45.00,0.22,%
1054,Green Bean Garlic,,15.00,8.00,0.36,%,116.00,0.57,%
1055, Potato Masala,,14.00,5.00,0.22,%,72.00,0.36,%
1056, Potato Curry,,14.00,5.00,0.22,%,71.00,0.35,%
1057,Vege Butter Chick,,15.00,6.00,0.27,%,90.00,0.45,%
1058,Veg Chick Vinloo,,16.00,3.00,0.13,%,46.00,0.23,%
1059,Vege St Fry Chick,,15.00,2.00,0.09,%,30.00,0.15,%
1060, Pepper Chicken,,18.00,1.00,0.04,%,18.00,0.09,%
1061, Pepper Beef,,18.00,1.00,0.04,%,18.00,0.09,%
