Menu Item Sales,,,,,,,,,
Name,Unit,Price,Qty,Amount,,,,,
1000,Curry Puffs,,7.00,16.00,0.86,%,106.00,0.62,%
1001,Large Samosas,,6.50,21.00,1.13,%,140.00,0.82,%
1002, Samosas - Vege,,7.50,12.00,0.64,%,90.00,0.53,%
1003,Mini Spring Rolls,,7.50,8.00,0.43,%,60.00,0.35,%
1004, Curry Samosas,,5.00,7.00,0.38,%,33.00,0.19,%
1005,Onion Bhajia,,5.50,65.00,3.48,%,378.50,2.21,%
1006,chicken sticks,,7.50,9.00,0.48,%,70.50,0.41,%
1008,chicken strips,,9.00,6.00,0.32,%,50.00,0.29,%
1009,Butter Chicken,,16.50,174.00,9.32,%,"3,032.50",17.74,%
1010,Madras Chicken,,16.00,12.00,0.64,%,204.00,1.19,%
1011,Chicken Korma,,16.50,16.00,0.86,%,271.50,1.59,%
1012,CH Tikka Masala,,16.00,19.00,1.02,%,312.00,1.83,%
1013,Chicken Vindaloo,,18.00,2.00,0.11,%,34.00,0.20,%
1014, Mustard Chicken,,16.00,13.00,0.70,%,216.00,1.26,%
1015,Chk In Coconut,,16.00,7.00,0.38,%,114.00,0.67,%
1016,Chicken Jalfrezi,,16.00,4.00,0.21,%,66.00,0.39,%
1017,Chefs SP Chicken.,,16.00,8.00,0.43,%,138.00,0.81,%
1018,Kukulmas Curry,,18.00,13.00,0.70,%,216.00,1.26,%
1019,Rogan Josh,,17.00,26.00,1.39,%,450.00,2.63,%
1020,Palak Gosht,,17.50,4.00,0.21,%,73.00,0.43,%
1021,Madras Lamb,,19.00,18.00,0.96,%,318.00,1.86,%
1022, Lamb Korma,,17.00,32.00,1.71,%,570.00,3.33,%
1023,Lamb Vindaloo,,17.00,7.00,0.38,%,123.00,0.72,%
1024,Chefs SP Lamb,,17.00,10.00,0.54,%,180.00,1.05,%
1025,Lamb Masala,,19.00,14.00,0.75,%,250.00,1.46,%
1026,Beef Vindaloo,,16.00,13.00,0.70,%,216.00,1.26,%
1027,Beef Jalfrezi,,16.00,6.00,0.32,%,100.00,0.59,%
1028,Madras Beef,,18.00,14.00,0.75,%,234.00,1.37,%
1029,Moghlai beef,,18.00,6.00,0.32,%,102.00,0.60,%
1030,Beef Korma,,16.00,14.00,0.75,%,230.00,1.35,%
