Menu Item Sales,,,,,,,,,
Name,Unit,Price,Qty,Amount,,,,,
1000,Curry Puffs,,7.00,10.00,0.57,%,67.00,0.42,%
1001,Large Samosas,,6.50,22.00,1.25,%,149.00,0.94,%
1002, Samosas - Vege,,7.50,22.00,1.25,%,165.00,1.04,%
1003,Mini Spring Rolls,,7.50,18.00,1.02,%,135.00,0.85,%
1004, Curry Samosas,,5.00,12.00,0.68,%,55.00,0.35,%
1005,Onion Bhajia,,5.50,57.00,3.24,%,340.80,2.16,%
1006,chicken sticks,,7.50,8.00,0.45,%,63.50,0.40,%
1008,chicken strips,,8.00,8.00,0.45,%,68.00,0.43,%
1009,Butter Chicken,,16.50,149.00,8.47,%,"2,560.50",16.19,%
1010,Madras Chicken,,16.00,10.00,0.57,%,162.00,1.02,%
1011,Chicken Korma,,16.50,21.00,1.19,%,358.50,2.27,%
1012,CH Tikka Masala,,18.00,22.00,1.25,%,370.00,2.34,%
1013,Chicken Vindaloo,,18.00,6.00,0.34,%,98.00,0.62,%
1014, Mustard Chicken,,18.00,20.00,1.14,%,350.00,2.21,%
1015,Chk In Coconut,,18.00,8.00,0.45,%,134.00,0.85,%
1016,Chicken Jalfrezi,,16.00,3.00,0.17,%,48.00,0.30,%
1017,Chefs SP Chicken.,,16.00,12.00,0.68,%,200.00,1.26,%
1018,Kukulmas Curry,,16.00,10.00,0.57,%,168.00,1.06,%
1019,Rogan Josh,,17.00,38.00,2.16,%,676.00,4.28,%
1020,Palak Gosht,,19.00,6.00,0.34,%,109.50,0.69,%
1021,Madras Lamb,,17.00,8.00,0.45,%,144.00,0.91,%
1022, Lamb Korma,,17.00,27.00,1.53,%,479.00,3.03,%
1023,Lamb Vindaloo,,17.00,6.00,0.34,%,108.00,0.68,%
1024,Chefs SP Lamb,,17.00,11.00,0.63,%,197.00,1.25,%
1025,Lamb Masala,,17.00,18.00,1.02,%,330.00,2.09,%
1026,Beef Vindaloo,,16.00,17.00,0.97,%,286.00,1.81,%
1027,Beef Jalfrezi,,18.00,6.00,0.34,%,106.00,0.67,%
