Menu Item Sales,,,,,,,,,
Name,Unit,Price,Qty,Amount,,,,,
1000,Curry Puffs,,6.75,29.00,1.39,%,197.25,1.10,%
1001,Large Samosas,,6.75,28.00,1.34,%,192.75,1.08,%
1002, Samosas - Vege,,7.50,18.00,0.86,%,135.00,0.75,%
1003,Mini Spring Rolls,,7.50,15.00,0.72,%,112.50,0.63,%
1004, Curry Samosas,,5.50,8.00,0.38,%,48.00,0.27,%
1005,Onion Bhajia,,6.50,47.00,2.26,%,322.50,1.80,%
1006,chicken sticks,,8.50,12.00,0.58,%,108.00,0.60,%
1007,Tikka Chicken,,14.00,6.00,0.29,%,86.00,0.48,%
1008,chicken strips,,9.50,9.00,0.43,%,81.50,0.45,%
1009,Butter Chicken,,17.00,139.00,6.67,%,"2,403.00",13.40,%
1010,Madras Chicken,,16.50,12.00,0.58,%,200.00,1.12,%
1011,Chicken Korma,,16.50,22.00,1.06,%,373.00,2.08,%
1012,CH Tikka Masala,,16.50,19.00,0.91,%,319.50,1.78,%
1013,Chicken Vindaloo,,16.50,9.00,0.43,%,154.50,0.86,%
1014, Mustard Chicken,,16.50,20.00,0.96,%,346.00,1.93,%
1015,Chk In Coconut,,16.50,6.00,0.29,%,103.00,0.57,%
1016,Chicken Jalfrezi,,16.50,13.00,0.62,%,218.50,1.22,%
1017,Chefs SP Chicken.,,18.50,9.00,0.43,%,154.50,0.86,%
1018,Kukulmas Curry,,18.50,8.00,0.38,%,136.00,0.76,%
1019,Rogan Josh,,17.50,32.00,1.54,%,572.00,3.19,%
1020,Palak Gosht,,17.50,5.00,0.24,%,91.50,0.51,%
1021,Madras Lamb,,17.50,9.00,0.43,%,159.50,0.89,%
1022, Lamb Korma,,17.50,33.00,1.58,%,591.50,3.30,%
1023,Lamb Vindaloo,,17.50,7.00,0.34,%,124.50,0.69,%
1024,Chefs SP Lamb,,17.50,5.00,0.24,%,93.50,0.52,%
1025,Lamb Masala,,17.50,6.00,0.29,%,111.00,0.62,%
1026,Beef Vindaloo,,16.50,17.00,0.82,%,286.50,1.60,%
1027,Beef Jalfrezi,,16.50,4.00,0.19,%,68.00,0.38,%
1028,Madras Beef,,16.50,13.00,0.62,%,218.50,1.22,%
1029,Moghlai beef,,18.50,2.00,0.10,%,37.00,0.21,%
1030,Beef Korma,,16.50,8.00,0.38,%,136.00,0.76,%
1031,Chefs Sp beef,,18.50,12.00,0.58,%,208.00,1.16,%
1032,Chefs SP Prawn.,,22.00,3.00,0.14,%,62.00,0.35,%
1033,Mixed Seafood,,19.00,7.00,0.34,%,139.00,0.78,%
1034,K Praw N Coconut,,19.00,14.00,0.67,%,274.00,1.53,%
1035,Spicy King Prawn,,19.00,6.00,0.29,%,118.00,0.66,%
1036,Prawn Vindaloo,,19.00,2.00,0.10,%,40.00,0.22,%
1037,Madras Prawn,,19.00,1.00,0.05,%,19.00,0.11,%
1038,Fish in Coconut,,18.00,6.00,0.29,%,117.00,0.65,%
1039,Chefs SP fish,,18.00,3.00,0.14,%,57.00,0.32,%
1040,Vege Korma,,14.50,15.00,0.72,%,221.50,1.24,%
1041, Potato Bhaji,,14.50,11.00,0.53,%,161.50,0.90,%
1042, Aloo Mattar,,14.50,7.00,0.34,%,102.50,0.57,%
1043, Channa Masala,,14.50,6.00,0.29,%,89.00,0.50,%
1044,Devilled Potato,,15.50,3.00,0.14,%,44.50,0.25,%
1045,Paneer Masala,,15.50,9.00,0.43,%,140.50,0.78,%
1046, Palak Paneer,,16.00,11.00,0.53,%,177.00,0.99,%
1047,Butter Paneer,,15.50,7.00,0.34,%,111.50,0.62,%
1048,Cabbage/Potato,,14.50,12.00,0.58,%,180.00,1.00,%
1049,Devilled Cabbage,,14.00,4.00,0.19,%,58.00,0.32,%
1050,Pumpkin,,14.50,10.00,0.48,%,149.00,0.83,%
1051, Dhal,,14.50,19.00,0.91,%,276.50,1.54,%
1052,Parippu,,14.50,3.00,0.14,%,44.50,0.25,%
1053, Dhal Makhani,,15.00,8.00,0.38,%,120.00,0.67,%
1054,Green Bean Garlic,,14.50,2.00,0.10,%,29.00,0.16,%
1055, Potato Masala,,14.50,4.00,0.19,%,58.00,0.32,%
1056, Potato Curry,,14.50,4.00,0.19,%,58.00,0.32,%
1057,Vege Butter Chick,,15.50,16.00,0.77,%,249.00,1.39,%
1058,Veg Chick Vinloo,,15.50,1.00,0.05,%,15.50,0.09,%
1059,Vege St Fry Chick,,16.50,5.00,0.24,%,79.50,0.44,%
1060, Pepper Chicken,,16.50,2.00,0.10,%,33.00,0.18,%
1061, Pepper Beef,,16.50,4.00,0.19,%,66.00,0.37,%
1064, Yellow Rice Medium,,3.50,50.00,2.40,%,187.50,1.05,%
1065, White Rice Medium,,3.25,15.00,0.72,%,51.75,0.29,%
1066, Pulao,,8.00,9.00,0.43,%,74.00,0.41,%
1067, Chicken Biryani,,15.00,21.00,1.01,%,317.00,1.77,%
1068, Lamb Biryani,,15.00,11.00,0.53,%,170.00,0.95,%
