Menu Item Sales,,,,,,,,,
Name,Unit,Price,Qty,Amount,,,,,
1000,Curry Puffs,,6.75,30.00,1.82,%,207.07,1.32,%
1001,Large Samosas,,7.50,18.00,1.09,%,127.50,0.81,%
1002, Samosas - Vege,,7.50,10.00,0.61,%,75.00,0.48,%
1003,Mini Spring Rolls,,7.50,12.00,0.73,%,90.00,0.57,%
1004, Curry Samosas,,5.50,8.00,0.49,%,46.00,0.29,%
1005,Onion Bhajia,,6.50,43.00,2.61,%,294.50,1.88,%
1006,chicken sticks,,8.50,9.00,0.55,%,80.50,0.51,%
1007,Tikka Chicken,,7.50,1.00,0.06,%,7.50,0.05,%
1008,chicken strips,,9.50,11.00,0.67,%,96.50,0.61,%
1009,Butter Chicken,,17.00,149.00,9.05,%,"2,608.50",16.62,%
1010,Madras Chicken,,16.50,10.00,0.61,%,169.00,1.08,%
1011,Chicken Korma,,18.50,18.00,1.09,%,313.00,1.99,%
1012,CH Tikka Masala,,16.50,26.00,1.58,%,435.00,2.77,%
1013,Chicken Vindaloo,,16.50,10.00,0.61,%,169.00,1.08,%
1014, Mustard Chicken,,16.50,19.00,1.15,%,331.50,2.11,%
1015,Chk In Coconut,,16.50,5.00,0.30,%,84.50,0.54,%
1016,Chicken Jalfrezi,,18.50,9.00,0.55,%,158.50,1.01,%
1017,Chefs SP Chicken.,,16.50,11.00,0.67,%,185.50,1.18,%
1018,Kukulmas Curry,,16.50,7.00,0.43,%,121.50,0.77,%
1019,Rogan Josh,,17.50,30.00,1.82,%,543.00,3.46,%
1020,Palak Gosht,,19.50,3.00,0.18,%,54.50,0.35,%
1021,Madras Lamb,,17.50,8.00,0.49,%,145.50,0.93,%
1022, Lamb Korma,,17.50,27.00,1.64,%,496.50,3.16,%
1023,Lamb Vindaloo,,19.50,6.00,0.36,%,107.00,0.68,%
1024,Chefs SP Lamb,,17.50,14.00,0.85,%,253.00,1.61,%
1025,Lamb Masala,,17.50,11.00,0.67,%,200.50,1.28,%
