Menu Item Sales,,,,,,,,,
Name,Unit,Price,Qty,Amount,,,,,
1000,Curry Puffs,,6.50,22.00,1.62,%,147.50,1.17,%
1001,Large Samosas,,6.50,13.00,0.96,%,88.00,0.70,%
1002, Samosas - Vege,,7.50,15.00,1.11,%,180.00,1.43,%
1003,Mini Spring Rolls,,7.50,10.00,0.74,%,75.00,0.59,%
1004, Curry Samosas,,4.00,9.00,0.66,%,37.00,0.29,%
1005,Onion Bhajia,,5.50,47.00,3.47,%,272.50,2.16,%
1006,chicken sticks,,7.50,11.00,0.81,%,90.00,0.71,%
1008,chicken strips,,8.00,11.00,0.81,%,92.00,0.73,%
1009,Butter Chicken,,16.50,139.00,10.25,%,"2,337.00",18.52,%
1010,Madras Chicken,,16.00,4.00,0.29,%,66.00,0.52,%
1011,Chicken Korma,,18.00,28.00,2.06,%,477.00,3.78,%
1012,CH Tikka Masala,,18.00,18.00,1.33,%,300.00,2.38,%
1013,Chicken Vindaloo,,16.00,5.00,0.37,%,82.00,0.65,%
1014, Mustard Chicken,,16.00,18.00,1.33,%,302.00,2.39,%
1015,Chk In Coconut,,16.00,1.00,0.07,%,16.00,0.13,%
1016,Chicken Jalfrezi,,16.00,6.00,0.44,%,100.00,0.79,%
1017,Chefs SP Chicken.,,16.00,5.00,0.37,%,84.00,0.67,%
1018,Kukulmas Curry,,18.00,4.00,0.29,%,68.00,0.54,%
1019,Rogan Josh,,17.00,20.00,1.47,%,346.00,2.74,%
1020,Palak Gosht,,19.00,6.00,0.44,%,106.50,0.84,%
1021,Madras Lamb,,17.00,5.00,0.37,%,89.00,0.71,%
1022, Lamb Korma,,17.00,24.00,1.77,%,424.00,3.36,%
1023,Lamb Vindaloo,,17.00,5.00,0.37,%,87.00,0.69,%
1024,Chefs SP Lamb,,19.00,14.00,1.03,%,254.00,2.01,%
1025,Lamb Masala,,17.00,12.00,0.88,%,220.00,1.74,%
1026,Beef Vindaloo,,18.00,9.00,0.66,%,146.00,1.16,%
1027,Beef Jalfrezi,,16.00,3.00,0.22,%,48.00,0.38,%
1028,Madras Beef,,16.00,10.00,0.74,%,168.00,1.33,%
1029,Moghlai beef,,16.00,10.00,0.74,%,172.00,1.36,%
1030,Beef Korma,,16.00,13.00,0.96,%,212.00,1.68,%
1031,Chefs Sp beef,,16.00,8.00,0.59,%,130.00,1.03,%
1032,Chefs SP Prawn.,,20.00,1.00,0.07,%,20.00,0.16,%
1033,Mixed Seafood,,19.00,1.00,0.07,%,19.00,0.15,%
1034,K Praw N Coconut,,20.00,4.00,0.29,%,74.00,0.59,%
1035,Spicy King Prawn,,18.00,3.00,0.22,%,58.00,0.46,%
1036,Prawn Vindaloo,,18.00,1.00,0.07,%,18.00,0.14,%
1037,Madras Prawn,,18.00,4.00,0.29,%,74.00,0.59,%
1038,Fish in Coconut,,19.00,2.00,0.15,%,38.00,0.30,%
1039,Chefs SP fish,,20.00,10.00,0.74,%,190.00,1.51,%
1040,Vege Korma,,14.00,7.00,0.52,%,99.00,0.78,%
1041, Potato Bhaji,,14.00,4.00,0.29,%,57.00,0.45,%
1042, Aloo Mattar,,15.00,1.00,0.07,%,15.00,0.12,%
1043, Channa Masala,,14.00,1.00,0.07,%,14.00,0.11,%
1044,Devilled Potato,,14.00,7.00,0.52,%,98.00,0.78,%
1045,Paneer Masala,,15.00,6.00,0.44,%,90.00,0.71,%
1046, Palak Paneer,,15.50,11.00,0.81,%,173.00,1.37,%
1047,Butter Paneer,,15.00,6.00,0.44,%,90.00,0.71,%
1048,Cabbage/Potato,,15.00,4.00,0.29,%,59.00,0.47,%
1049,Devilled Cabbage,,15.00,2.00,0.15,%,30.00,0.24,%
1050,Pumpkin,,15.00,2.00,0.15,%,30.00,0.24,%
1051, Dhal,,14.00,7.00,0.52,%,101.00,0.80,%
